name_english,name_japanese,anime_manga_titles,favorites
"Koito, Yuu",(小糸 侑),"['Yagate Kimi ni Naru', 'Yagate Kimi ni Naru', 'Yagate Kimi ni Naru: Koushiki Comic Anthology', 'Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite']",3291
"Maou, Sadao",(真奥 貞夫 / サタン・ジャコブ),"['Hataraku Maou-sama!', 'Hataraku Maou-sama!!', 'Hataraku Maou-sama!! 2nd Season', 'Hataraku Maou-sama!', 'Hataraku Maou-sama!', 'Hataraku Maou-sama! High School!']",3273
Gin,(ギン),"['Hotarubi no Mori e', 'Hotarubi no Mori e', 'Hotarubi no Mori e Aizouban']",3271
"Tokitou, Muichirou",(時透 無一郎),"['Kimetsu no Yaiba: Katanakaji no Sato-hen', 'Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu no Yaiba']",3265
"Portor, Feitan",(フェイタン＝ポートオ),"['Hunter x Hunter', 'Hunter x Hunter: Original Video Animation', 'Hunter x Hunter: Greed Island', 'Hunter x Hunter']",3264
"Yoshida, Haru",(吉田 春),"['Tonari no Kaibutsu-kun', 'Tonari no Kaibutsu-kun: Tonari no Gokudou-kun', 'Tonari no Kaibutsu-kun']",3260
Chii,(ちぃ),"['Chobits', 'Chobits Recap', 'Tsubasa Chronicle', 'Chobits', 'Tsubasa: RESERVoir CHRoNiCLE']",3258
"Hitachiin, Kaoru",(常陸院 馨),"['Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club Short Special']",3258
Shin-ah,(シンア),"['Akatsuki no Yona', 'Akatsuki no Yona OVA', 'Akatsuki no Yona']",3255
"Kashiwazaki, Sena",(柏崎 星奈),"['Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi', 'Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai', 'Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai+']",3246
San,(サン),['Mononoke Hime'],3245
Yami Yuugi,(闇の遊戯),"['Yu☆Gi☆Oh! Duel Monsters', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! Hikari no Pyramid', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! R', 'Yu☆Gi☆Oh! Duel Monsters: Hikari no Pyramid']",3242
"Mitaka, Asa",(三鷹 アサ),['Chainsaw Man'],3238
"Tachibana, Taki",(立花 瀧),"['Kimi no Na wa.', 'Suntory Minami Alps no Tennensui', 'Kimi no Na wa.', 'Kimi no Na wa. Another Side: Earthbound']",3237
"Akise, Aru",(秋瀬 或),"['Mirai Nikki (TV)', 'Mirai Nikki (TV): Ura Mirai Nikki', 'Mirai Nikki: Redial', 'Mirai Nikki: Paradox', 'Mirai Nikki', 'Mirai Nikki: Mosaic']",3237
"Kawamoto, Hinata",(川本 ひなた),"['3-gatsu no Lion', '3-gatsu no Lion Recap', '3-gatsu no Lion 2nd Season', '3-gatsu no Lion']",3235
"Urabe, Mikoto",(卜部美琴),"['Nazo no Kanojo X', 'Nazo no Kanojo X: Nazo no Natsu Matsuri', 'Nazo no Kanojo X']",3232
"Keehl, Mihael",(ミハエル・ケール),"['Death Note', 'Death Note: Rewrite', 'Death Note', 'Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken']",3229
"Nifuji, Hirotaka",(二藤 宏高),"['Wotaku ni Koi wa Muzukashii', 'Wotaku ni Koi wa Muzukashii OVA', 'Wotaku ni Koi wa Muzukashii']",3227
Beatrice,(ベアトリス),"['Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Break Time', 'Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero']",3216
Tanaka,(田中),"['Tanaka-kun wa Itsumo Kedaruge', 'Tanaka-kun wa Kyou mo Kedaruge', 'Tanaka-kun wa Itsumo Kedaruge Specials', 'Tanaka-kun wa Itsumo Kedaruge']",3214
"Kagamihara, Nadeshiko",(各務原 なでしこ),"['Yuru Camp△', 'Yuru Camp△ Specials', 'Yuru Camp△ Season 2', 'Yuru Camp△']",3200
"Kurono, Kei",(玄野 計),"['Gantz', 'Gantz 2nd Stage', 'Gantz:O', 'Gantz']",3200
Ouzen,(オーゼン),"['Made in Abyss', 'Made in Abyss Movie 3: Fukaki Tamashii no Reimei', 'Made in Abyss Movie 1: Tabidachi no Yoake', 'Made in Abyss']",3198
"Kawashima, Ami",(川嶋 亜美),"['Toradora!', 'Toradora!: SOS! Kuishinbou Banbanzai', 'Toradora!: Bentou no Gokui', 'Toradora!', 'Toradora!', 'Toradora Spin-off!']",3197
"Amane, Suzuha",(阿万音 鈴羽),"['Steins;Gate 0', 'Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero', 'Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio', 'Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Onshuu no Brownian Motion', 'Steins;Gate: Heiji Kyokusen no Epigraph']",3196
"Okumura, Eiji",(奥村 英二),"['Banana Fish', 'Banana Fish', 'Private Opinion: Banana Fish Another Story']",3186
Mumen Rider,(無免ライダー),"['One Punch Man', 'One Punch Man 2nd Season', 'One Punch Man 2nd Season Specials', 'One Punch-Man']",3184
"Akashiya, Moka",(赤夜 萌香),"['Rosario to Vampire', 'Rosario to Vampire Capu2', 'Rosario to Vampire', 'Rosario to Vampire: Season II', 'Rosario to Vampire: Prototype']",3180
"Takami, Keigo",(鷹見 啓悟),"['Boku no Hero Academia 4th Season', 'Boku no Hero Academia the Movie 2: Heroes:Rising', 'Boku no Hero Academia 5th Season', 'Boku no Hero Academia']",3179
"Yasuri, Shichika",(鑢 七花),"['Katanagatari', 'Katanagatari', 'Seishun Kijinden! Nishio Gakuen']",3173
Pochita,(ポチタ),"['Chainsaw Man', 'Chainsaw Man']",3142
"Ooto, Ai",(大戸 アイ),"['Wonder Egg Priority', 'Wonder Egg Priority: Watashi no Priority']",3141
"Oga, Tatsumi",(男鹿 辰巳),"['Beelzebub: Hirotta Akachan wa Daimaou!?', 'Beelzebub', 'Beelzebub Specials', 'Beelzebub', 'Beelzebub Maou Gaiden']",3141
"Donquixote, Rosinante",(ドンキホーテ・ロシナンテ),"['One Piece', 'One Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law', 'One Piece']",3140
"Mashima, Taichi",(真島 太一),"['Chihayafuru', 'Chihayafuru 2', 'Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni', 'Chihayafuru', 'Chihayafuru: Chuugakusei-hen', 'Chihayafuru: Chuugakusei-hen']",3132
Envy,(エンヴィー),"['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist']",3132
"Enoshima, Junko",(江ノ島 盾子),"['Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Danganronpa/Zero', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']",3118
"Noda, Megumi",(野田恵),"['Nodame Cantabile', 'Nodame Cantabile: Nodame to Chiaki no Umi Monogatari', 'Nodame Cantabile: Paris-hen', 'Nodame Cantabile']",3116
"Ainsworth, Elias",(エリアス・エインズワーズ),"['Mahoutsukai no Yome', 'MahoYome: Aisatsu', 'MahoYome', 'Mahoutsukai no Yome']",3109
"Lupin III, Arsene",(ルパン三世),"['Lupin III', 'Lupin III: Alcatraz Connection', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Lupin III', 'Shin Lupin III', 'Lupin III Y']",3100
"Hasegawa, Langa",(馳河 ランガ),"['SK∞', 'SK∞: Chill Out!']",3096
"Kazehaya, Shouta",(風早 翔太),"['Kimi ni Todoke', 'Kimi ni Todoke 2nd Season', 'Kimi ni Todoke 2nd Season: Minitodo Gekijou', 'Kimi ni Todoke', 'Kimi ni Todoke']",3082
"Aioi, Yuuko",(相生 祐子),"['Nichijou: Nichijou no 0-wa', 'Nichijou', 'Nichijou: Original Jikai Yokoku', 'Nichijou', 'Helvetica Standard']",3077
"Inoue, Orihime",(井上 織姫),"['Bleach', 'Bleach: Memories in the Rain', 'Bleach Movie 1: Memories of Nobody', 'Bleach', 'Bleach', 'Bleach Unmasked Short Stories']",3073
Yui,(ユイ),"['Angel Beats! Specials', 'Angel Beats!', 'Kaginado Season 2', 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪', 'Angel Beats!: The Last Operation', 'Angel Beats! Spin-off: Tabisuru Tenshi-chan']",3070
"Nightray, Gilbert",(ギルバート＝ナイトレイ),"['Pandora Hearts', 'Pandora Hearts Omake', 'Pandora Hearts', 'Fushigi no Kuni no Gilbert', 'Pandora Hearts: Caucus Race']",3064
"Kagami, Taiga",(火神 大我),"['Kuroko no Basket', 'Kuroko no Basket NG-shuu', 'Kuroko no Basket 2nd Season', 'Kuroko no Basket', 'Kuroko no Basket: Extra Game', 'Kuroko no Basket: Replace']",3059
Kobayashi,(小林さん),"['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai', 'Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Koushiki Anthology', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou']",3054
"Kyouraku, Jirou Souzousuke Shunsui",(京楽 次郎 総蔵佐 春水),"['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 1: Memories of Nobody', 'Bleach', 'Bleach: The Honey Dish Rhapsody', 'Bleach: Spirits Are Forever with You']",3054
"Kitahara, Iori",(北原 伊織),"['Grand Blue', 'Grand Blue']",3053
"Iki, Hiyori",(壱岐 ひより),"['Noragami', 'Noragami OVA', 'Noragami Aragoto', 'Noragami', 'Noragami: Shuuishuu']",3050
"Kaiba, Seto",(海馬 瀬人),"['Yu☆Gi☆Oh! Duel Monsters', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! Hikari no Pyramid', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! R', 'Yu☆Gi☆Oh! Duel Monsters: Hikari no Pyramid']",3049
"Cha, Hae-In",(차해인),"['Echo', 'Ore dake Level Up na Ken', 'Solo Leveling', 'Solo Leveling', 'Solo Leveling Side Story']",3031
Iris,(アイリス),"['Enen no Shouboutai', 'Enen no Shouboutai: Ni no Shou', 'Enen no Shouboutai Mini Anime', 'Enen no Shouboutai']",3021
"Hua, Cheng",(花 城),"['Tian Guan Cifu', 'Tian Guan Cifu Special', 'Tian Guan Cifu Er', 'Tian Guan Cifu', 'Tian Guan Cifu']",3017
"Isagi, Yoichi",(潔 世一),"['Blue Lock', 'Blue Lock 2nd Season', 'Blue Lock: Episode Nagi', 'Blue Lock', 'Shousetsu Blue Lock: Tatakai no Mae, Bokura wa.', 'Shousetsu Blue Lock']",2998
Xin,(信),"['Kingdom', 'Kingdom 2nd Season', 'Kingdom 3rd Season', 'Kingdom', 'Kingdom Bangai-hen']",2996
"Hiiragi, Kagami",(柊かがみ),"['Lucky☆Star', 'Lucky☆Star: Original na Visual to Animation', 'Miyakawa-ke no Kuufuku', 'Lucky☆Star', 'Lucky Star Pocket Travelers', 'Lucky☆Star: Comic à la carte']",2993
"Karuizawa, Kei",(軽井沢 恵),"['Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e', 'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season', 'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season', 'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e', 'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e', 'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen']",2981
"Hasegawa, Taizou",(長谷川 泰三),"['Gintama', 'Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi', 'Gintama: Shiroyasha Koutan', 'Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",2974
"Ichinose, Guren",(一瀬 グレン),"['Owari no Seraph', 'Owari no Seraph: Nagoya Kessen-hen', 'Owari no Seraph: The Beginning of the End', 'Owari no Seraph', 'Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe', 'Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe']",2971
Nausicaä,(ナウシカ),"['Kaze no Tani no Nausicaä', 'Kaze no Tani no Nausicaä']",2969
"Strife, Cloud",(クラウド・ストライフ),"['Final Fantasy VII: Advent Children', 'Final Fantasy VII: Last Order', 'Final Fantasy VII: Advent Children Complete', 'Final Fantasy VII: On the Way to a Smile', 'Kingdom Hearts', 'Kingdom Hearts Re:coded']",2968
Tsukuyo,(月詠),"['Gintama°: Aizome Kaori-hen', 'Gintama', ""Gintama'"", 'Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",2967
"Abarai, Renji",(阿散井 恋次),"['Bleach', 'Bleach Movie 4: Jigoku-hen', 'Bleach: The Sealed Sword Frenzy', 'Bleach', 'Bleach: The Honey Dish Rhapsody', 'Bleach: We Do Knot Always Love You']",2967
"Shiina, Mahiru",(椎名 真昼),"['Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken', 'Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2nd Season', 'Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken', 'Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken', 'Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken: After the Rain']",2965
"Kusakabe, Shinra",(森羅 日下部),"['Enen no Shouboutai', 'Enen no Shouboutai: Ni no Shou', 'Enen no Shouboutai Mini Anime', 'Enen no Shouboutai']",2962
"Otonashi, Yuzuru",(音無結弦),"['Angel Beats!', 'Angel Beats! Specials', 'Angel Beats! Another Epilogue', 'Angel Beats!: The Last Operation', ""Angel Beats!: Heaven's Door""]",2956
"Fernandes, Jellal",(ジェラール・フェルナンデス),"['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail (2014)', 'Fairy Tail', 'Fairy Tail: 100 Years Quest']",2952
"Saluja, Alibaba",(アリババ・サルージャ),"['Magi: The Labyrinth of Magic', 'Magi: The Kingdom of Magic', 'Magi', 'Magi: Sinbad no Bouken']",2944
Ikaros,(イカロス),"['Sora no Otoshimono', 'Sora no Otoshimono: Project Pink', 'Sora no Otoshimono Forte', 'Sora no Otoshimono', 'Sora no Otoshimono Pico', 'Daisuki desu!! Mahou Tenshi Cosmos']",2943
"Saotome, Mary",(早乙女 芽亜里),"['Kakegurui', 'Kakegurui××', 'Kakegurui Picture Drama', 'Kakegurui', 'Kakegurui Twin', 'Kakegurui (Kari)']",2926
"Shirasaki, Kaori",(白崎 香織),"['Arifureta Shokugyou de Sekai Saikyou', 'Arifureta Shokugyou de Sekai Saikyou Specials', 'Arifureta Shokugyou de Sekai Saikyou Recap', 'Arifureta Shokugyou de Sekai Saikyou', 'Arifureta Shokugyou de Sekai Saikyou']",2917
"Nagumo, Hajime",(南雲 ハジメ),"['Arifureta Shokugyou de Sekai Saikyou', 'Arifureta Shokugyou de Sekai Saikyou Specials', 'Arifureta Shokugyou de Sekai Saikyou Recap', 'Arifureta Shokugyou de Sekai Saikyou', 'Arifureta Shokugyou de Sekai Saikyou', 'Arifureta Nichijou de Sekai Saikyou']",2916
"Okazaki, Ushio",(岡崎 汐),"['Clannad Movie', 'Clannad: After Story', 'Kaginado']",2915
Kenshirou,(ケンシロウ),"['Hokuto no Ken', 'Hokuto no Ken 2', 'Shin Hokuto no Ken', 'Hokuto no Ken', 'Hokuto no Ken: Jubaku no Machi', 'Hokuto no Ken: Yuria Gaiden']",2906
"Shikimori, Miyako",(式守都),"['Kawaii dake ja Nai Shikimori-san', 'Kawaii dake ja Nai Shikimori-san']",2897
"Izumi, Sagiri",(和泉 紗霧),"['Eromanga-sensei', 'Eromanga-sensei OVA', 'Eromanga-sensei', 'Eromanga-sensei']",2895
Nine,(ナイン（九重 新）),['Zankyou no Terror'],2884
"Miyuki, Kazuya",(御幸 一也),"['Diamond no Ace', 'Diamond no Ace: Second Season', 'Diamond no Ace: Second Season OVA', 'Diamond no Ace', 'Diamond no Brass!!: Seidou Koukou Suisougaku-bu', 'Diamond no Ace Act II']",2884
Balalaika,(バラライカ),"['Black Lagoon Omake', 'Black Lagoon', 'Black Lagoon: The Second Barrage', 'Black Lagoon', 'Black Lagoon']",2884
"Kurogane, Ikki",(黒鉄 一輝),"['Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry']",2862
"Sakuragi, Rokurouta",(桜木 六郎太),"['Rainbow: Nisha Rokubou no Shichinin', 'Rainbow: Nisha Rokubou no Shichinin']",2849
"Mizunashi, Akari",(水無 灯里),"['Aria the Animation', 'Aria the Natural', 'Aria the OVA: Arietta', 'Aria', 'Aqua', 'Aria Special Navigations']",2848
"Mikoshiba, Mikoto",(御子柴 実琴),"['Gekkan Shoujo Nozaki-kun', 'Gekkan Shoujo Nozaki-kun Specials', 'Gekkan Shoujo Nozaki-kun']",2843
"Hinazuki, Kayo",(雛月 加代),"['Boku dake ga Inai Machi', 'Boku dake ga Inai Machi Recaps', 'Boku dake ga Inai Machi']",2832
Zeke,(ジーク),"['Shingeki no Kyojin Season 2', 'Shingeki no Kyojin Season 3', 'Shingeki no Kyojin Season 3 Part 2', 'Shingeki no Kyojin', 'Shingeki! Kyojin Chuugakkou']",2829
"Nava, Milim",(ミリム・ナーヴァ),"['Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken OVA', 'Tensei shitara Slime Datta Ken 2nd Season', 'Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken: Mamono no Kuni no Arukikata']",2828
"Koizumi, Risa",(小泉リサ),"['Lovely★Complex', 'Lovely★Complex', 'Lovely★Complex Two']",2828
"Hellscythe, Eucliwood",(ユークリウッド・ヘルサイズ),"['Kore wa Zombie desu ka?', 'Kore wa Zombie desu ka? OVA', 'Kore wa Zombie desu ka? of the Dead', 'Kore wa Zombie desu ka?', 'Kore wa Zombie desu ka?']",2821
"Deviluke, Lala Satalin",(ララ・サタリン・デビルーク),"['To LOVE-Ru', 'To LOVE-Ru OVA', 'Motto To LOVE-Ru', 'To LOVE-Ru', 'To LOVE-Ru Darkness: Little Sisters', 'To LOVE-Ru: Tokubetsu Yomikiri - Mikan to Maruru']",2820
"Sugimoto, Saichi",(杉元 佐一),"['Golden Kamuy', 'Golden Kamuy 2nd Season', 'Golden Kamuy 2nd Season OVA', 'Golden Kamuy']",2816
"Nakajima, Atsushi",(中島 敦),"['Bungou Stray Dogs', 'Bungou Stray Dogs 2nd Season', 'Bungou Stray Dogs: Dead Apple', 'Bungou Stray Dogs', 'Bungou Stray Dogs Wan!', 'Bungou Stray Dogs']",2815
Akatsuki,(アカツキ),"['Log Horizon', 'Imanara Maniau! Log Horizon', 'Log Horizon 2nd Season', 'Log Horizon', 'Log Horizon']",2814
Fubuki,(地獄のフブキ),"['One Punch Man', 'One Punch Man Specials', 'One Punch Man 2nd Season', 'One Punch-Man']",2811
"Finger, Pieck",(ピーク・フィンガー),"['Shingeki no Kyojin Season 3 Part 2', 'Shingeki no Kyojin: The Final Season', 'Shingeki no Kyojin: The Final Season Part 2', 'Shingeki no Kyojin', 'Shingeki! Kyojin Koukou: Seishun! Tonari no Marley Gakuen']",2809
Obi,(オビ),"['Akagami no Shirayuki-hime', 'Akagami no Shirayuki-hime 2nd Season', 'Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page', 'Akagami no Shirayuki-hime']",2803
"Vermillion, Stella",(ステラ・ヴァーミリオン),"['Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry']",2792
"Nagi, Seishirou",(凪 誠士郎),"['Blue Lock: Episode Nagi', 'Blue Lock', 'Blue Lock: Episode Nagi', 'Blue Lock', 'Shousetsu Blue Lock']",2761
"Yamada Asaemon, Sagiri",(山田浅ェ門 佐切),"['Jigokuraku', 'Jigokuraku 2nd Season', 'Jigokuraku']",2752
"Asakura, You",(麻倉 葉),"['Shaman King', 'Shaman King Specials', 'Shaman King (2021)', 'Shaman King', 'Shaman King Kanzenban', 'Shaman King Zero']",2752
Eugeo,(ユージオ),"['Sword Art Online: Alicization', 'Sword Art Online: Alicization - Recollection', 'Sword Art Online: Alicization - War of Underworld Reflection', 'Sword Art Online', 'Sword Art Online: Project Alicization', 'Sword Art Online: Alicization Lycoris']",2751
Alice,(アリス),"['Pandora Hearts', 'Pandora Hearts Omake', 'Pandora Hearts', 'Pandora Hearts: Caucus Race']",2747
"Kaminari, Denki",(上鳴 電気),"['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!', 'Boku no Hero Academia', 'Boku no Hero Academia Smash!']",2746
"Higurashi, Kagome",(日暮 かごめ),"['InuYasha', 'InuYasha Movie 4: Guren no Houraijima', 'InuYasha Movie 2: Kagami no Naka no Mugenjou', 'InuYasha', '3.11 wo Wasurenai Tame ni Heroes Comeback', 'Iden Ehon Zoushi: Hanyou no Yashahime']",2744
"Aoyama, Nanami",(青山 七海),"['Sakura-sou no Pet na Kanojo', 'Sakurasou no Pet na Kanojo', 'Sakurasou no Pet na Kanojo']",2742
"Tanaka, Aiko",(田中 愛子),['Oyasumi Punpun'],2739
Senko,(仙狐),"['Sewayaki Kitsune no Senko-san', 'Sewayaki Kitsune no Senko-san']",2724
Sakamoto,(坂本),"['Sakamoto desu ga?', 'Sakamoto desu ga? Sakamoto deshita?', 'Sakamoto desu ga?']",2723
"Sasaki, Kojirou",(佐々木 小次郎),['Vagabond'],2720
"Nakiri, Alice",(薙切 アリス),"['Shokugeki no Souma OVA', 'Shokugeki no Souma', 'Shokugeki no Souma: Ni no Sara', 'Shokugeki no Souma', 'Shokugeki no Souma: à la Carte']",2715
"Dola, Schwi",(シュヴィ・ドーラ),"['No Game No Life: Zero', 'No Game No Life']",2708
"Martinez, David",(デイビッド・マルティネス),['Cyberpunk: Edgerunners'],2703
"Gokudera, Hayato",(獄寺 隼人),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet', 'Vongola GP Kuru']",2702
Sakamoto,(阪本),"['Nichijou: Nichijou no 0-wa', 'Nichijou', 'Nichijou: Original Jikai Yokoku', 'Nichijou', 'Helvetica Standard']",2701
"Asuka, Ryou",(飛鳥 了),"['Devilman: Tanjou-hen', 'Devilman: Yochou Sirene-hen', 'Amon: Devilman Mokushiroku', 'Devilman', 'Neo Devilman', 'Amon: Devilman Mokushiroku']",2690
"Takimoto, Hifumi",(滝本 ひふみ),"['New Game!', 'New Game! Watashi, Shain Ryokou tte Hajimete nanode...', 'New Game!!', 'New Game!']",2685
"Kanbe, Daisuke",(神戸 大助),['Fugou Keiji: Balance:Unlimited'],2682
Watashi,"(わたし, お菓子ちゃん)","['Jinrui wa Suitai Shimashita', 'Jinrui wa Suitai Shimashita Specials', 'Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo', 'Jinrui wa Suitai Shimashita', 'Jinrui wa Suitai Shimashita: Yousei, Shimasu ka?', 'Jinrui wa Suitai Shimashita: Nonbirishita Houkoku']",2679
"Kousaka, Reina",(高坂 麗奈),"['Hibike! Euphonium', 'Hibike! Euphonium: Suisougaku-bu no Nichijou', 'Hibike! Euphonium 2', 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso', 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu no Ichiban Atsui Natsu', 'Hibike! Euphonium']",2672
"Redfox, Gajeel",(ガジル・レッドフォックス),"['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail Movie 1: Houou no Miko', 'Fairy Tail Gaiden', 'Fairy Tail', 'Fairy Girls']",2672
"Akaashi, Keiji",(赤葦 京治),"['Haikyuu!! Second Season', 'Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou', 'Haikyuu!! vs. ""Akaten""', 'Haikyuu!!']",2671
"Toujou, Nozomi",(東條 希),"['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!', 'Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",2668
